GeneSymbol,LFC.ave,regulatory.function,matrix.family,Chromosome,Coverage,Direction,Top10,ori,catogory,Group,Male_biased,Female_biased
ACAA1,-0.584999979,none,,2,16,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACAA1,-0.860000015,none,,2,13,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
ACAA1,-0.888,none,,2,73,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACAA1,-0.884999991,none,,2,69,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACAA2,0.720000029,none,,Z,114,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ACAA2,0.75999999,none,,Z,312,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACAA2,0.75,none,,Z,75,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAA2,0.660000026,none,,Z,40,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ACAA2,0.74000001,none,,Z,144,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ACACA,0.550000012,none,,19,11,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ACACA,-0.730000019,none,,19,116,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACACA,-0.660000026,none,,19,78,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACACB,-0.85,none,,15,33,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACACB,-0.670000017,none,,15,24,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACAD10,0.709999979,none,,15,10,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAD10,-0.88,none,,15,74,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACAD10,-0.875,none,,15,105,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACAD11,0.730000019,none,,2,36,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAD11,-0.620000005,none,,2,14,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACAD11,-0.660000026,none,,2,61,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACAD8,1.00999999,none,,24,13,1up_LD_H_mtof,Top10.up,LD_H_mtof,mtof,LD,1,0
ACAD9,0.75,none,,12,39,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAD9,-0.665000022,none,,12,21,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACADL,-0.889999986,none,,7,21,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
ACADL,-0.680000007,none,,7,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACADL,-0.86,none,,7,99,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACADL,-0.879999995,none,,7,96,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACADM,0.720000029,none,,8,35,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACADM,-0.720000029,none,,8,13,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACADS,-0.655000001,none,,15,15,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACADS,-0.886666667,none,,15,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACADSB,-0.810000002,none,,6,23,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACADSB,-0.89,none,,6,68,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACADSB,-0.870000005,none,,6,55,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACAN,0.74000001,none,,10,23,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ACAN,0.689999998,none,,10,16,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACAN,-1.039999962,none,,10,24,2dw_LD_H_mtof,Top10.dw,LD_H_mtof,mtof,LD,0,1
ACAN,-0.879999995,none,,10,97,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
ACAN,-0.89,none,,10,128,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACAN,-0.899999976,none,,10,141,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACAP2,0.790000021,none,,9,48,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAP2,-0.589999974,none,,9,16,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACAP2,-0.649999976,none,,9,43,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACAP3,-0.764999986,none,,21,20,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACAP3,-0.83,none,,21,10,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACAP3,-0.879999996,none,,21,22,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACAP3,-0.74000001,none,,21,13,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACAT1,0.74000001,none,,1,41,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAT2,0.860000014,none,,3,84,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACAT2,-0.649999976,none,,3,32,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACBD3,-0.529999971,none,,3,10,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACBD3,-0.699999988,none,,3,15,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACBD5,-0.735000015,none,,2,51,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACBD5,-0.9,none,,2,86,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACBD5,-0.879999996,none,,2,74,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACBD7,-0.94,none,,2,26,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACBD7,-0.970000029,none,,2,24,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACCS,-0.680000007,none,,5,48,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACD,0.74000001,none,,11,10,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACD,-0.805000007,none,,11,11,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACE,0.600000024,none,,27,18,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ACE,-0.88,none,,27,236,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACE,-0.860000014,none,,27,283,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACE,-0.680000007,none,,27,41,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACE2,-0.915,none,,1,201,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACE2,-0.889999986,none,,1,190,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACER1,-0.85,none,,28,36,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACER1,-0.884999991,none,,28,31,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACER3,-0.88,none,,1,70,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACER3,-0.875,none,,1,80,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACKR3,-0.87,NA,NA,7,15,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACLY,-0.764999986,none,,27,219,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACMSD,-0.689999998,none,,7,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACMSD,-0.92,none,,7,133,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACMSD,-0.920000017,none,,7,165,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACN9,-0.93,NA,NA,2,32,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACN9,-0.939999998,NA,NA,2,50,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACO1,0.74000001,none,,Z,75,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACO1,0.689999998,none,,Z,16,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ACO1,0.74000001,none,,Z,120,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ACO2,-0.649999976,none,,1A,35,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACO2,-1.029999971,none,,1A,22,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
ACOT11,0.764999986,none,,8,13,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ACOT11,-0.709999979,none,,8,42,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACOT11,-0.84,none,,8,28,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOT12,0.660000026,none,,Z,10,1up_FW_H_mtof,,FW_H_mtof,mtof,FW,1,0
ACOT12,0.910000006,none,,Z,148,1up_CB_H_mtof,Top10.up,CB_H_mtof,mtof,CB,1,0
ACOT12,0.884999991,none,,Z,57,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACOT12,0.866666674,none,,Z,96,1up_SDT_H_mtof,Top10.up,SDT_H_mtof,mtof,SDT,1,0
ACOT12,0.969999989,none,,Z,99,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ACOT12,-0.87,none,,Z,33,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOT12,-0.810000002,none,,Z,18,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACOT13,-0.92,none,,2,12,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOT13,-0.930000007,none,,2,11,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACOT2,-0.84,none,,5,26,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOT2,-0.879999995,none,,5,27,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACOT7,0.829999983,none,,21,14,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACOT7,0.93,none,,21,26,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ACOT7,0.889999986,none,,21,40,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ACOT9,1.389999986,none,,1,22,1up_CB_H_mtof,Top10.up,CB_H_mtof,mtof,CB,1,0
ACOT9,-0.939999998,none,,1,49,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACOX1,-0.660000026,none,,18,11,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACOX1,-0.780000011,none,,18,18,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACOX2,-0.75999999,none,,12,21,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACOX2,-0.865,none,,12,110,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOX2,-0.899999976,none,,12,108,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACOX3,0.720000029,none,,4,19,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACOX3,-0.61500001,none,,4,45,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACOX3,-0.670000017,none,,4,48,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACOX3,-0.9,none,,4,230,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACOX3,-0.889999986,none,,4,254,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACP1,0.855000019,none,,3,21,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACP1,-0.91,none,,3,60,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACP1,-0.897499994,none,,3,58,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACP2,-0.660000026,none,,5,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACP6,0.689999998,none,,1,31,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACP6,-0.649999976,none,,1,17,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACP6,-0.96,none,,1,19,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACPL2,0.829999983,none,,9,35,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACPP,0.649999976,none,,2,16,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACPP,0.829999983,none,,2,13,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACPP,-0.9,none,,2,246,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACPP,-0.889999986,none,,2,218,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACPP,-0.779999971,none,,2,12,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACR,-0.825,none,,Z,51,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACR,-0.86500001,none,,Z,58,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACRBP,-0.93,none,,1A,22,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACRBP,-0.870000005,none,,1,22,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACRC,-0.86500001,none,,4A,21,2dw_SDT_H_mtof,Top10.dw,SDT_H_mtof,mtof,SDT,0,1
ACRC,-0.89,none,,4A,79,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACRC,-0.886666655,none,,4A,78,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSBG2,0.504999995,none,,28,44,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACSBG2,-0.759999991,none,,28,57,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSBG2,-0.689999998,none,,28,11,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACSBG2,-0.87,none,,28,65,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSBG2,-0.870000005,none,,28,66,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSF2,-0.86,none,,18,97,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSF2,-0.839999974,none,,18,87,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSF3,0.769999981,none,,11,10,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ACSF3,-0.88,none,,11,20,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSF3,-0.899999976,none,,11,22,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSL1,0.720000029,none,,4,41,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACSL1,-0.620000005,none,,4,12,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACSL1,-0.660000026,none,,4,60,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACSL3,-0.529999971,none,,9,32,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACSL3,-0.875,none,,9,90,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSL4,-0.524999976,none,,4A,17,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACSL4,-0.725000024,none,,4A,33,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSL4,-0.675000012,none,,4A,47,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACSL4,-0.87,none,,4A,116,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSL5,-0.730000019,none,,6,11,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSL5,-0.89,none,,6,247,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSL5,-0.889999986,none,,6,244,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSL6,0.680000007,none,,13,10,1up_SD_H_mtof,,SD_H_mtof,mtof,SD,1,0
ACSL6,-0.75999999,none,,13,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSM4,0.649999976,none,,14,14,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACSM4,0.779999971,none,,14,14,1up_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,1,0
ACSM4,-0.74000001,none,,14,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSM4,-0.899999976,none,,14,261,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSM5,0.599999994,none,,14,13,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ACSM5,-0.745000005,none,,14,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSM5,-0.91,none,,14,214,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSM5,-0.884999991,none,,14,201,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSS1,-0.610000014,none,,3,25,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACSS1,-0.670000017,none,,3,32,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACSS1,-0.89,none,,3,153,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSS1,-0.860000014,none,,3,153,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACSS3,-0.579999983,none,,1A,11,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACSS3,-0.720000029,none,,1A,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACSS3,-0.629999995,none,,1A,10,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACSS3,-0.9,none,,1A,255,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACSS3,-0.889999986,none,,1A,248,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTA1,-0.86,none,,3,35,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTA1,-0.803333322,none,,3,74,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTC1,-0.91,none,,5,123,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTC1,-0.875,none,,5,118,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTG1,0.879999995,none,,22,32,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ACTL6A,-0.540000021,TF,"epigenetic factor, transcription cofactor",9,37,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACTL6A,-0.710000009,TF,"epigenetic factor, transcription cofactor",9,40,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTL6A,-0.88,TF,"epigenetic factor, transcription cofactor",9,72,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTL6A,-0.870000005,TF,"epigenetic factor, transcription cofactor",9,55,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTN1,-0.670000017,none,,5,101,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACTN1,-0.61500001,none,,5,93,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTN1,-0.610000014,none,,5,16,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACTN2,-0.599999994,none,,3,24,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACTN2,-0.834999979,none,,3,20,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACTN2,-0.754999995,none,,3,99,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTN2,-0.88,none,,3,317,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTN2,-0.884999991,none,,3,328,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTN2,-0.780000001,none,,3,22,2dw_SD_H_mtof,,SD_H_mtof,mtof,SD,0,1
ACTR10,0.670000017,none,,5,21,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACTR10,-0.649999976,none,,5,10,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACTR10,-0.600000024,none,,5,36,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTR1A,0.84,none,,6,72,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ACTR1A,0.889999986,none,,6,59,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ACTR2,0.850000024,none,,3,22,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ACTR2,-0.61500001,none,,3,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACTR2,-0.61500001,none,,3,32,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTR3,-1.074999988,none,,7,20,2dw_FW_H_mtof,Top10.dw,FW_H_mtof,mtof,FW,0,1
ACTR3,-0.74000001,none,,7,10,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACTR3,-0.670000017,none,,7,80,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTR3,-0.74,none,,7,17,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTR3B,-0.560000002,none,,2,14,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACTR3B,-0.675000012,none,,2,47,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTR3B,-0.9,none,,2,22,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTR3C,-0.86,none,,2,42,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTR5,0.704999984,TF,transcription cofactor,20,19,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACTR5,-0.94,TF,transcription cofactor,20,44,2dw_LDtoNS_H_mtof,Top10.dw,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTR6,0.779999971,none,,1A,11,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACTR6,-0.629999995,none,,1A,13,2dw_FW_H_mtof,,FW_H_mtof,mtof,FW,0,1
ACTR6,-0.91,none,,1A,111,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACTR6,-0.900000006,none,,1A,103,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACTR8,-0.75,TF,transcription cofactor,12,20,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACTR8,-0.884999991,TF,transcription cofactor,12,39,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACVR1,0.879999995,none,,7,11,1up_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,1,0
ACVR1,-0.769999981,none,,7,11,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACVR1,-0.84,none,,7,15,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACVR2A,0.665000022,none,,7,17,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
ACVR2A,0.98,none,,7,37,1up_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,1,0
ACVR2A,-0.519999981,none,,7,10,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACVR2B,-0.519999981,none,,2,34,2dw_CB_H_mtof,,CB_H_mtof,mtof,CB,0,1
ACVR2B,-0.670000017,none,,2,59,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ACVR2B,-0.915,none,,2,26,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACY1,-0.720000029,none,,12,14,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ACY1,-0.85,none,,12,46,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ACY1,-0.850000024,none,,12,32,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ACYP2,-0.889999986,none,,3,13,2dw_SDtoNS_H_mtof,,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ADA,-0.75999999,none,,20,12,2dw_LD_H_mtof,,LD_H_mtof,mtof,LD,0,1
ADA,-0.600000024,none,,20,12,2dw_SDT_H_mtof,,SDT_H_mtof,mtof,SDT,0,1
ADA,-0.92,none,,20,87,2dw_LDtoNS_H_mtof,,LDtoNS_H_mtof,mtof,LDtoNS,0,1
ADA,-0.939999998,none,,20,67,2dw_SDtoNS_H_mtof,Top10.dw,SDtoNS_H_mtof,mtof,SDtoNS,0,1
ADAD1,0.650000006,none,,4,11,1up_CB_H_mtof,,CB_H_mtof,mtof,CB,1,0
ADAD1,0.784999996,none,,4,24,1up_LD_H_mtof,,LD_H_mtof,mtof,LD,1,0
